,adj_close,high,low,volume,Real Lower Band,Real Middle Band,Real Upper Band,EMA,SlowD,SlowK,RSI,Chaikin A/D,OBV,Aroon Down,Aroon Up
2014-05-20,80.382,606.4,600.73,8387000.0,554.2617,588.1176,621.9736,584.3898,82.3737,91.7979,70.4695,2181705834.5274,2674335455.0,50.0,92.8571
2014-05-21,80.5947,606.7,602.06,7030700.0,573.6806,592.1956,610.7106,586.4774,87.042,90.3025,71.1701,2187554649.6136,2681366155.0,42.8571,85.7143
2014-05-22,80.7223,609.85,604.1,7170000.0,578.2544,594.1706,610.0869,588.4577,91.0167,90.9499,71.6053,2188290353.9614,2688536155.0,35.7143,100.0
2014-05-23,81.6341,614.7293,606.47,8293200.0,581.5708,596.2801,610.9894,590.9027,91.6788,93.7841,74.5609,2195380034.3508,2696829355.0,28.5714,100.0
2014-05-27,83.1628,625.86,615.63,12459500.0,578.4216,597.8571,617.2926,594.21,93.2545,95.0294,78.5852,2207279283.1289,2709288855.0,21.4286,100.0
2014-05-28,82.9475,629.83,623.78,11267200.0,577.1165,599.4411,621.7657,597.0481,93.4581,91.5608,76.7434,2196868762.7983,2698021655.0,14.2857,100.0
2014-05-29,84.4588,636.87,627.77,13445500.0,574.8969,601.7056,628.5143,600.6988,92.5945,91.1933,80.2431,2205911230.9302,2711467155.0,7.1429,100.0
2014-05-30,84.1425,644.17,628.9,20143600.0,574.1772,603.7816,633.3861,603.7751,88.1255,81.6222,77.6104,2196584757.3218,2691323555.0,0.0,100.0
2014-06-02,83.5642,634.83,622.5,13191100.0,574.5689,605.5851,636.6013,606.1441,81.099,70.4816,72.9024,2196552662.188,2678132455.0,28.5714,92.8571
2014-06-03,84.746,638.74,628.25,10453900.0,573.5236,607.4141,641.3047,609.1342,71.3008,61.7987,76.0941,2204614821.4826,2688586355.0,21.4286,85.7143
2014-06-04,85.7137,647.89,636.11,11981500.0,572.9323,609.9346,646.937,612.5329,66.6416,67.6445,78.3436,2210351295.1668,2700567855.0,14.2857,100.0
2014-06-05,86.05,649.3699,642.61,10850200.0,573.228,612.6856,652.1432,615.8488,70.9029,83.2653,79.0803,2214717281.205,2711418055.0,7.1429,100.0
2014-06-06,85.8134,651.26,644.47,12497800.0,575.3397,615.5646,655.7896,618.6794,79.2596,86.869,77.0932,2206268842.0298,2698920255.0,0.0,100.0
2014-06-09,87.1866,93.88,91.75,75414997.0,359.6994,590.9725,822.2456,568.6813,75.9388,57.6823,8.2102,2268937642.3537,2623505258.0,100.0,92.8571
2014-06-10,87.6983,95.05,93.57,62777000.0,249.267,566.0435,882.82,523.4974,57.1849,27.0036,8.2981,2263847615.3267,2686282258.0,92.8571,85.7143
2014-06-11,87.3355,94.76,93.47,45681000.0,163.8401,541.0485,918.2569,482.5795,28.3589,0.3908,8.2921,2245787685.0941,2640601258.0,85.7143,78.5714
2014-06-12,85.8746,94.12,91.9,54749000.0,92.3079,515.9695,939.6311,445.4091,9.2338,0.3068,8.2659,2210274820.2293,2585852258.0,78.5714,71.4286
2014-06-13,84.9348,92.44,90.88,54525000.0,30.6313,491.0925,951.5537,411.6825,1.351,3.3553,8.2478,2183711358.6908,2531327258.0,100.0,64.2857
2014-06-16,85.7908,92.75,91.45,35561000.0,-23.0792,465.827,954.7332,381.2556,5.8144,13.7812,8.444,2189182281.7677,2566888258.0,92.8571,57.1429
2014-06-17,85.6792,92.7,91.8,29726000.0,-70.1796,440.2015,950.5826,353.7151,13.7316,24.0583,8.4414,2177952459.5455,2537162258.0,85.7143,50.0
2014-06-18,85.7722,92.29,91.35,33514000.0,-111.4223,414.575,940.5723,328.807,24.0249,34.2353,8.4661,2203622757.4179,2570676258.0,78.5714,42.8571
2014-06-19,85.4745,92.3,91.3389,35528000.0,-147.3407,388.8525,925.0457,306.2406,33.1487,41.1526,8.4582,2206620698.1108,2535148258.0,71.4286,35.7143
2014-06-20,84.5905,92.55,90.9,100898000.0,-178.306,363.0345,904.375,285.7329,35.4705,31.0235,8.4332,2106945704.1714,2434250258.0,64.2857,28.5714
2014-06-23,84.5161,91.62,90.6,43694000.0,-203.9821,336.8695,877.7211,267.1707,31.1586,21.2998,8.431,2082956841.4263,2390556258.0,100.0,21.4286
2014-06-24,84.0043,91.74,90.19,39036000.0,-223.8822,310.102,844.0862,250.324,19.1418,5.1022,8.4143,2048454054.3295,2351520258.0,100.0,14.2857
2014-06-25,84.0788,90.7,89.65,36869000.0,-238.3477,283.4195,805.1867,235.0893,13.1616,13.0829,8.4427,2061445987.6629,2388389258.0,100.0,7.1429
2014-06-26,84.5812,91.05,89.8,32629000.0,-245.7148,256.1955,758.1058,221.357,13.995,23.7999,8.6486,2086244027.6629,2421018258.0,92.8571,0.0
2014-06-27,85.5861,92.0,90.77,64029000.0,-246.2332,229.1445,704.5222,209.0354,30.8204,55.5784,9.089,2148190783.7604,2485047258.0,85.7143,7.1429
2014-06-30,86.4701,93.725,92.09,49589000.0,-239.1207,202.3585,643.8377,197.9777,51.2087,74.2477,9.5023,2149555618.6228,2534636258.0,78.5714,0.0
2014-07-01,87.0191,94.07,93.13,38223000.0,-220.3636,175.1575,570.6786,188.0294,72.9638,89.0654,9.7767,2143049576.0696,2572859258.0,71.4286,0.0
2014-07-02,86.9819,94.06,93.09,28465000.0,-184.9976,147.5905,480.1786,179.0247,82.6855,84.7433,9.7745,2137473957.5129,2544394258.0,64.2857,0.0
2014-07-03,87.4936,94.1,93.2,22891800.0,-121.2705,119.9245,361.1195,170.93,88.1182,90.5457,10.0692,2156804810.8463,2567286058.0,57.1429,100.0
2014-07-07,89.2969,95.99,94.1,56468000.0,89.5183,92.4444,95.3705,163.7907,89.9315,94.5055,11.1701,2211958211.9045,2623754058.0,50.0,100.0
2014-07-08,88.7219,96.8,93.92,65222000.0,89.3792,92.5269,95.6746,157.2726,90.3782,86.0834,11.1234,2211505281.3489,2558532058.0,42.8571,100.0
2014-07-09,88.7591,95.95,94.76,36436000.0,89.2762,92.5839,95.8916,151.379,84.9015,74.1156,11.1493,2213648575.4666,2594968058.0,35.7143,92.8571
2014-07-10,88.4288,95.55,93.52,39686000.0,89.2071,92.6426,96.0782,146.0129,72.7201,57.9611,11.1183,2233198329.1611,2555282058.0,28.5714,85.7143
2014-07-11,88.6009,95.89,94.8625,34018000.0,89.1807,92.7891,96.3976,141.1755,62.3363,54.932,11.2568,2222852222.1052,2589300058.0,21.4286,78.5714
2014-07-14,89.7454,96.89,95.65,42810000.0,89.1775,93.0476,96.9178,136.9159,58.7138,63.2484,12.2358,2235280931.7826,2632110058.0,14.2857,100.0
2014-07-15,88.694,96.85,95.03,45477900.0,89.2325,93.2036,97.1748,132.9544,60.7474,64.0618,12.1037,2204295988.9255,2586632158.0,7.1429,92.8571
2014-07-16,88.1915,97.1,94.74,53502000.0,89.346,93.3386,97.3313,129.3187,61.9425,58.5172,12.0368,2152607616.0441,2533130158.0,0.0,100.0
2014-07-17,86.6189,95.279,92.57,57298000.0,89.4247,93.3841,97.3436,125.8684,51.9802,33.3616,11.8167,2117302403.198,2475832158.0,0.0,92.8571
2014-07-18,87.8658,94.74,93.02,49988000.0,89.5928,93.5126,97.4325,122.8742,40.3743,29.244,13.1724,2149271472.9655,2525820158.0,0.0,85.7143
2014-07-21,87.409,95.0,93.72,39079000.0,89.9285,93.6641,97.3997,120.1185,30.0638,27.5857,13.093,2123564818.278,2486741158.0,0.0,78.5714
2014-07-22,88.1357,94.89,94.12,55197000.0,90.3344,93.8586,97.3828,117.6996,32.1368,39.5806,13.9814,2154389116.9793,2541938158.0,78.5714,71.4286
2014-07-23,90.434,97.88,95.17,92918000.0,90.7981,94.2041,97.6101,115.7463,40.6874,54.8959,16.8756,2199990939.8575,2634856158.0,71.4286,100.0
2014-07-24,90.2851,97.32,96.42,45729000.0,91.4074,94.5376,97.6678,113.9638,55.6008,72.3258,16.8361,2216250139.8575,2589127158.0,64.2857,92.8571
2014-07-25,90.8815,97.84,96.64,43469000.0,91.9339,94.8761,97.8184,112.4121,71.7952,88.164,17.6679,2247475371.5242,2632596158.0,57.1429,85.7143
2014-07-28,92.1368,99.24,97.55,55318000.0,92.0789,95.2281,98.3774,111.1367,83.851,91.0631,19.4929,2288391051.9975,2687914158.0,50.0,100.0
2014-07-29,91.5413,99.44,98.25,43143000.0,92.2524,95.5006,98.7489,109.9217,89.2818,88.6182,19.2746,2254674253.6782,2644771158.0,42.8571,100.0
2014-07-30,91.3272,98.7,97.67,33010000.0,92.4221,95.7321,99.0422,108.8006,85.2453,76.0545,19.1914,2252430855.62,2611761158.0,35.7143,92.8571
2014-07-31,88.9545,97.45,95.33,56843000.0,92.6917,95.8381,98.9846,107.5434,70.3387,46.3433,18.2511,2210066732.9785,2554918158.0,28.5714,85.7143
2014-08-01,89.4477,96.62,94.81,48511000.0,92.9068,95.9431,98.9795,106.4564,51.0619,30.7879,19.1379,2232312108.6691,2603429158.0,21.4286,78.5714
2014-08-04,88.9452,96.58,95.17,39958000.0,92.884,95.9242,98.9644,105.4215,31.4799,17.3086,18.9128,2216158874.6265,2563471158.0,14.2857,71.4286
2014-08-05,88.5079,95.68,94.36,55933000.0,92.8622,95.9127,98.9633,104.4404,23.0175,20.956,18.7065,2224633571.5962,2507538158.0,7.1429,64.2857
2014-08-06,88.359,95.48,94.71,38558000.0,92.8203,95.8912,98.9622,103.5375,18.7299,17.9252,18.632,2211113233.9339,2468980158.0,0.0,57.1429
2014-08-07,88.3497,95.95,94.1,46711000.0,92.7523,95.8635,98.9747,102.6749,18.7391,17.3361,18.3954,2183591617.7177,2422269158.0,0.0,50.0
2014-08-08,88.5928,94.82,93.28,41865000.0,92.7016,95.8395,98.9774,101.9192,20.5026,26.2464,18.9956,2221107007.328,2464134158.0,100.0,42.8571
2014-08-11,89.7617,96.08,94.8355,36585000.0,92.6901,95.8165,98.9429,101.3545,31.8728,52.0358,21.9672,2252400484.6282,2500719158.0,92.8571,35.7143
2014-08-12,89.743,96.88,95.61,33795000.0,92.7304,95.849,98.9676,100.8417,50.0663,71.9168,21.9533,2237764854.7069,2466924158.0,85.7143,28.5714
2014-08-13,90.9306,97.24,96.04,31916000.0,92.8377,95.972,99.1063,100.4987,71.4851,90.5026,25.1852,2269680854.7069,2498840158.0,78.5714,21.4286
2014-08-14,91.1737,97.57,96.8,28116000.0,93.2882,96.1925,99.0968,100.2131,84.4832,91.0302,25.8621,2292684854.7069,2526956158.0,71.4286,14.2857
2014-08-15,91.6226,98.19,96.86,48951000.0,93.4844,96.37,99.2556,100.0004,92.9674,97.3694,27.172,2326177644.1806,2575907158.0,64.2857,7.1429
2014-08-18,92.726,99.37,97.98,47572000.0,93.7278,96.631,99.5343,99.9204,94.6357,95.5076,30.4266,2359375370.7993,2623479158.0,57.1429,0.0
2014-08-19,94.0071,100.68,99.32,69274700.0,93.6965,96.9215,100.1466,99.9784,95.9503,94.974,34.1083,2413368886.9758,2692753858.0,50.0,100.0
2014-08-20,94.0445,101.09,99.95,52612800.0,93.4941,97.0905,100.687,100.0348,94.5006,93.0203,34.2177,2417984044.8705,2745366658.0,42.8571,100.0
2014-08-21,94.0539,100.94,100.11,33421900.0,93.3638,97.268,101.1723,100.0867,92.9525,90.8631,34.2471,2422413453.3042,2778788558.0,35.7143,92.8571
2014-08-22,94.7459,101.47,100.19,44102400.0,93.1655,97.4505,101.7355,100.2042,91.4638,90.508,36.509,2456179353.3042,2822890958.0,28.5714,100.0
2014-08-25,94.9516,102.17,101.28,40144700.0,92.9776,97.5765,102.1754,100.3314,89.517,87.18,37.2006,2439489983.6413,2863035658.0,21.4286,100.0
2014-08-26,94.3428,101.5,100.86,33119800.0,92.8903,97.7019,102.5136,100.3845,83.2176,71.9647,35.9525,2409371665.5163,2829915858.0,14.2857,92.8571
2014-08-27,95.5033,102.57,100.7,46827400.0,92.7168,97.9009,103.0851,100.5507,75.5267,67.4353,40.0796,2434162641.9869,2876743258.0,7.1429,100.0
2014-08-28,95.6155,102.78,101.56,68389800.0,92.8337,98.2334,103.6332,100.7126,69.1275,67.9826,40.479,2443131796.0853,2945133058.0,0.0,100.0
2014-08-29,95.8493,102.9,102.2,44567000.0,92.9388,98.5519,104.1651,100.8828,72.1914,81.1562,41.356,2436765081.7995,2989700058.0,0.0,100.0
2014-09-02,96.5974,103.74,102.72,53491400.0,93.1351,98.9374,104.7398,101.113,77.1442,82.2937,44.1898,2444107038.6623,3043191458.0,0.0,100.0
2014-09-03,92.5203,103.2,98.58,125233100.0,93.5961,99.1284,104.6608,100.9061,73.8523,58.1071,34.426,2338390785.4155,2917958358.0,0.0,92.8571
2014-09-04,91.7535,100.09,97.79,85594800.0,94.0678,99.2864,104.5051,100.6407,57.6946,32.6831,32.9514,2277357971.5025,2832363558.0,0.0,85.7143
2014-09-05,92.5484,99.39,98.31,58353200.0,94.7746,99.5109,104.2473,100.4816,33.8584,10.785,36.0112,2290325349.2803,2890716758.0,0.0,78.5714
2014-09-08,91.9779,99.31,98.05,46277800.0,95.4476,99.6919,103.9363,100.2795,18.3736,11.6527,34.7844,2266819165.1533,2844438958.0,85.7143,71.4286
2014-09-09,91.6319,103.08,96.14,189560600.0,95.8154,99.7919,103.7685,100.0615,13.6587,18.5386,34.0271,2178321132.8766,2654878358.0,100.0,64.2857
2014-09-10,94.4466,101.11,97.76,100741900.0,96.4476,100.0434,103.6393,100.1509,21.8207,35.2709,44.594,2272447146.9065,2755620258.0,92.8571,57.1429
2014-09-11,94.8487,101.44,99.62,62353100.0,96.8519,100.2529,103.654,100.2727,37.0984,57.4859,45.9265,2334115048.0054,2817973358.0,85.7143,50.0
2014-09-12,95.0638,102.19,101.08,62626100.0,97.2556,100.4609,103.6663,100.4048,56.007,75.2642,46.6653,2336936043.5009,2880599458.0,78.5714,42.8571
2014-09-15,95.0358,103.05,101.44,61216500.0,97.613,100.6434,103.6739,100.5215,70.3467,78.2901,46.5759,2290168158.4077,2819382958.0,71.4286,35.7143
2014-09-16,94.3157,101.26,98.89,66818200.0,97.7749,100.7284,103.682,100.5537,75.3233,72.4156,44.2337,2334431691.741,2752564758.0,64.2857,28.5714
2014-09-17,94.989,101.8,100.5922,60892400.0,97.8061,100.7809,103.7558,100.6515,72.7209,67.4571,46.9216,2373141068.0616,2813457158.0,57.1429,21.4286
2014-09-18,95.1854,102.35,101.56,37023900.0,97.837,100.8419,103.8469,100.7599,68.066,64.3254,47.7131,2357675388.3148,2850481058.0,50.0,14.2857
2014-09-19,94.4092,102.35,100.88,70838500.0,97.8581,100.8609,103.8638,100.779,64.3869,61.3782,44.8652,2294547201.24,2779642558.0,42.8571,7.1429
2014-09-22,94.5027,102.14,100.58,52722000.0,97.8509,100.8479,103.845,100.8057,62.1443,60.7293,45.2889,2274269508.9323,2832364558.0,35.7143,0.0
2014-09-23,95.9802,102.94,100.54,63347200.0,97.818,100.9029,103.9879,100.9804,62.9221,66.6588,51.6158,2321779908.9323,2895711758.0,28.5714,0.0
2014-09-24,95.148,102.85,101.2,59725174.0,97.8391,100.946,104.0529,101.0537,64.7553,66.8778,48.2323,2301871517.5989,2835986584.0,21.4286,21.4286
2014-09-25,91.5197,100.71,97.72,99565849.0,97.4038,100.733,104.0622,100.7505,60.1556,46.9301,36.8815,2212295553.114,2736420735.0,14.2857,14.2857
2014-09-26,94.2129,100.75,98.4,62370501.0,97.4021,100.658,103.9139,100.7505,50.3067,37.1121,46.8753,2274666054.114,2798791236.0,7.1429,7.1429
2014-09-29,93.6144,100.435,98.63,49766312.0,97.3881,100.5385,103.6889,100.6895,39.8702,35.5683,45.164,2306510979.5212,2749024924.0,0.0,0.0
2014-09-30,94.2129,101.54,100.53,55264139.0,97.5224,100.411,103.2996,100.6952,42.3263,54.2986,47.2384,2275322307.0162,2804289063.0,78.5714,21.4286
2014-10-01,92.7447,100.69,98.7,51491286.0,97.5571,100.423,103.2889,100.5509,45.8523,47.6899,42.9464,2248671038.3831,2752797777.0,71.4286,14.2857
2014-10-02,93.418,100.22,98.04,47757828.0,97.8332,100.512,103.1908,100.4889,50.7103,50.1424,45.3966,2282408219.6308,2800555605.0,64.2857,7.1429
2014-10-03,93.1562,100.21,99.04,43469585.0,97.9263,100.5445,103.1627,100.4062,47.778,45.5019,44.5945,2282036684.7162,2757086020.0,57.1429,0.0
2014-10-06,93.1562,100.65,99.42,37051182.0,98.1466,100.6075,103.0684,100.3313,47.8179,47.8095,44.5945,2257034667.5943,2757086020.0,50.0,35.7143
2014-10-07,92.3426,100.12,98.73,42094183.0,98.3282,100.6455,102.9628,100.1807,44.1125,39.0261,41.9252,2216151827.99,2714991837.0,42.8571,28.5714
2014-10-08,94.2596,101.11,98.31,57404674.0,98.3227,100.6355,102.9483,100.2397,46.9271,53.9459,49.5831,2260845467.0328,2772396511.0,35.7143,21.4286
2014-10-09,94.4653,102.38,100.61,77376525.0,98.3236,100.615,102.9064,100.314,51.355,61.0932,50.3399,2219315693.7278,2849773036.0,28.5714,14.2857
2014-10-10,94.1942,102.03,100.3,66331592.0,98.3266,100.5685,102.8104,100.3536,62.3404,71.9822,49.2896,2185958187.9243,2783441444.0,21.4286,7.1429
2014-10-13,93.3338,101.78,99.81,53583368.0,98.2678,100.4775,102.6872,100.3018,62.4584,54.2998,46.0099,2132374819.9243,2729858076.0,14.2857,0.0
2014-10-14,92.3426,100.52,98.57,63688562.0,98.0469,100.372,102.6971,100.154,53.9968,35.7084,42.5009,2080444146.2935,2666169514.0,7.1429,0.0
2014-10-15,91.2111,99.15,95.18,100933600.0,97.6097,100.17,102.7303,99.9051,38.9409,26.8145,38.8578,2099512206.7469,2565235914.0,100.0,71.4286
2014-10-16,90.0142,97.72,95.41,72154523.0,96.9301,99.8935,102.8569,99.5579,27.436,19.785,35.4008,2080458414.959,2493081391.0,92.8571,64.2857
2014-10-17,91.3327,99.0,96.81,68179688.0,96.6574,99.729,102.8006,99.3781,25.1189,28.7572,41.5677,2065826244.475,2561261079.0,85.7143,57.1429
2014-10-20,93.2871,99.96,98.22,77517279.0,96.6534,99.664,102.6746,99.4145,31.6542,46.4205,49.2946,2125523459.3371,2638778358.0,78.5714,50.0
2014-10-21,95.8213,103.02,101.27,94623904.0,96.6777,99.6555,102.6333,99.7055,49.1125,72.1599,57.1981,2160669480.8228,2733402262.0,71.4286,100.0
2014-10-22,96.3075,104.11,102.6,68263146.0,96.5241,99.7175,102.9109,100.0183,69.0689,88.6263,58.5337,2127668092.3592,2801665408.0,64.2857,100.0
2014-10-23,98.0281,105.051,103.63,71074674.0,96.2895,100.0655,103.8415,100.4766,84.4209,92.4765,62.9405,2176635091.5471,2872740082.0,57.1429,100.0
2014-10-24,98.3928,105.49,104.53,47053916.0,95.8982,100.289,104.6798,100.9283,91.5599,93.5769,63.8181,2197221179.7971,2919793998.0,50.0,100.0
2014-10-27,98.29,105.48,104.7,34187701.0,95.6737,100.539,105.4043,101.3266,93.64,94.8666,63.3623,2198974395.233,2885606297.0,42.8571,92.8571
2014-10-28,99.8142,106.74,105.35,48060949.0,95.2713,100.8385,106.4057,101.8421,94.7347,95.7605,67.111,2247035344.233,2933667246.0,35.7143,100.0
2014-10-29,100.3753,107.37,106.36,52687879.0,95.0633,101.2465,107.4297,102.3657,95.786,96.731,68.3929,2296593250.2231,2986355125.0,28.5714,100.0
2014-10-30,100.0386,107.35,105.9,40654793.0,94.9716,101.6005,108.2294,102.8052,95.8822,95.1552,66.7127,2316500079.899,2945700332.0,21.4286,92.8571
2014-10-31,100.9924,108.04,107.21,44639285.0,94.9029,102.0195,109.1361,103.2999,95.5474,94.756,69.034,2356836783.2122,2990339617.0,14.2857,100.0
2014-11-03,102.3016,110.3,108.01,52282550.0,94.7993,102.5085,110.2177,103.8809,92.9579,88.9627,71.9276,2368023879.0638,3042622167.0,7.1429,100.0
2014-11-04,101.5535,109.49,107.72,41574365.0,95.0601,103.001,110.9419,104.3303,88.1267,80.6614,68.0164,2367788995.6457,3001047802.0,0.0,92.8571
2014-11-05,101.7966,109.3,108.125,37435905.0,95.1393,103.404,111.6687,104.7617,79.9252,70.1515,68.6137,2377187797.3265,3038483707.0,0.0,85.7143
2014-11-06,102.0865,108.79,107.8,34968457.0,95.2916,103.788,112.2844,105.1368,69.9217,58.9521,67.7748,2405798353.0538,3003515250.0,0.0,78.5714
2014-11-07,102.3777,109.32,108.55,33691535.0,95.5368,104.202,112.8672,105.5057,61.4226,55.1643,68.5764,2412361639.0928,3037206785.0,0.0,71.4286
2014-11-10,102.2086,109.33,108.67,27195547.0,96.0102,104.653,113.2958,105.8223,55.9201,53.644,67.5261,2398351811.8503,3010011238.0,0.0,64.2857
2014-11-11,103.0257,109.75,108.4,27442252.0,96.7374,105.2005,113.6636,106.1916,59.6192,70.0493,69.9239,2423761304.4429,3037453490.0,0.0,57.1429
2014-11-12,104.4814,111.43,109.37,46942431.0,97.8034,105.886,113.9686,106.6733,69.5854,85.063,73.6561,2462500203.8119,3084395921.0,0.0,100.0
2014-11-13,105.9559,113.45,111.6,59522855.0,99.388,106.714,114.04,107.2587,82.8154,93.334,76.7969,2481483168.3794,3143918776.0,0.0,100.0
2014-11-14,107.2331,114.19,113.05,44063595.0,100.7769,107.5395,114.3021,107.9179,90.8427,94.1311,79.1193,2524773717.8531,3187982371.0,0.0,100.0
2014-11-17,107.0547,117.28,113.3,46746712.0,101.9323,108.251,114.5697,108.4962,90.2998,83.4342,77.9455,2494235664.7878,3141235659.0,0.0,100.0
2014-11-18,108.4446,115.69,113.89,44223978.0,102.4222,108.901,115.3798,109.1604,85.8435,79.9651,80.3864,2527649337.0545,3185459637.0,7.1429,92.8571
2014-11-19,107.6933,115.74,113.8,41869160.0,103.1384,109.485,115.8316,109.6851,76.035,64.7058,75.5209,2523332928.807,3143590477.0,0.0,85.7143
2014-11-20,109.2335,116.86,114.85,43395537.0,103.43,110.059,116.688,110.316,71.3609,69.4118,78.4063,2542979664.4638,3186986014.0,0.0,78.5714
2014-11-21,109.3838,117.57,116.03,57179298.0,103.8234,110.6215,117.4196,110.9021,67.5233,68.4522,78.6705,2518474251.0352,3244165312.0,7.1429,100.0
2014-11-24,111.4077,118.77,116.62,47450824.0,104.1471,111.2972,118.4474,111.6376,73.5536,82.7966,81.8848,2559524731.3329,3291616136.0,0.0,100.0
2014-11-25,110.445,119.75,117.45,17320307.0,104.5098,111.8402,119.1707,112.2055,76.5482,78.3956,76.017,2544463594.8111,3274295829.0,7.1429,100.0
2014-11-26,111.7599,119.1,117.84,10519870.0,104.7696,112.4232,120.0769,112.8526,81.0243,81.8806,78.3038,2553313644.1762,3284815699.0,0.0,92.8571
2014-11-28,111.6941,119.4,118.05,24814402.0,105.2947,113.0207,120.7468,113.4314,78.5939,75.5055,77.9038,2560849869.9688,3260001297.0,14.2857,85.7143
2014-12-01,108.069,119.25,111.27,83814037.0,105.9587,113.3742,120.7898,113.5874,75.5134,69.1541,59.772,2556858725.3497,3176187260.0,7.1429,78.5714
2014-12-02,107.6557,115.75,112.75,59348940.0,106.4334,113.6357,120.8381,113.6867,66.2633,54.1303,58.1117,2571893790.1497,3116838320.0,0.0,71.4286
2014-12-03,108.8766,116.35,115.11,43063440.0,107.1235,114.0022,120.881,113.9004,56.8451,47.2508,61.5133,2585785222.4078,3159901760.0,0.0,64.2857
2014-12-04,108.4634,117.2,115.29,42155776.0,107.8506,114.3337,120.8169,114.0518,50.3324,49.6159,59.7448,2552457881.1722,3117745984.0,78.5714,57.1429
2014-12-05,108.0032,116.08,114.64,38318895.0,108.701,114.6487,120.5965,114.1421,49.6186,51.989,57.7536,2533298433.6722,3079427089.0,71.4286,50.0
2014-12-08,105.5614,114.648,111.62,57664850.0,109.349,114.8182,120.2875,113.9762,46.3824,37.5423,48.514,2505342026.869,3021762239.0,64.2857,42.8571
2014-12-09,107.1768,114.3,109.35,60208036.0,110.3331,115.0827,119.8324,113.9899,43.3421,40.4949,53.7818,2561171296.6145,3081970275.0,100.0,35.7143
2014-12-10,105.1388,114.85,111.54,44565318.0,110.8737,115.1952,119.5168,113.7956,37.9973,35.9546,47.2179,2527646329.2973,3037404957.0,92.8571,28.5714
2014-12-11,104.8289,113.8,111.34,41471578.0,110.9572,115.2137,119.4703,113.5884,39.6626,42.5383,46.2926,2495615435.72,2995933379.0,85.7143,21.4286
2014-12-12,103.0539,111.87,109.58,56028138.0,110.2748,115.0592,119.8437,113.2209,34.3598,24.5866,41.3008,2446927228.4624,2939905241.0,78.5714,14.2857
2014-12-15,101.6404,111.6,106.35,67218082.0,109.1292,114.7615,120.3938,112.7451,29.3413,20.8992,37.8049,2427722062.1767,2872687159.0,100.0,7.1429
2014-12-16,100.2505,110.16,106.26,60790733.0,107.7711,114.3992,121.0274,112.1737,19.0079,11.538,34.6948,2382051075.5895,2811896426.0,100.0,0.0
2014-12-17,102.7533,109.84,106.82,53411773.0,107.1454,114.0962,121.0471,111.9105,18.5326,23.1607,43.6796,2420252873.4968,2865308199.0,92.8571,7.1429
2014-12-18,105.7962,112.65,110.66,59006218.0,107.022,113.9952,120.9685,111.9809,27.9466,49.1411,52.2763,2479259091.4968,2924314417.0,85.7143,0.0
2014-12-19,104.9791,113.24,111.66,88429770.0,106.8167,113.7687,120.7208,111.9618,48.6406,73.6201,50.0664,2404261691.6234,2835884647.0,78.5714,0.0
2014-12-22,106.0686,113.49,111.97,45167549.0,106.7451,113.5922,120.4394,112.0549,71.0844,90.492,52.9239,2416742198.5839,2881052196.0,71.4286,14.2857
2014-12-23,105.6929,113.33,112.46,26028419.0,106.8328,113.288,119.7432,112.1011,83.2855,85.7443,51.8226,2395500615.2621,2855023777.0,64.2857,7.1429
2014-12-24,105.1951,112.71,112.01,14479611.0,106.8469,113.0085,119.1701,112.0925,83.8402,75.2844,50.3282,2381021004.2621,2840544166.0,57.1429,0.0
2014-12-26,107.0547,114.52,112.01,33720951.0,107.2148,112.758,118.3012,112.2732,77.5572,71.6429,55.4919,2400501234.9194,2874265117.0,50.0,0.0
2014-12-29,106.9795,114.77,113.7,27598920.0,107.6985,112.507,117.3155,112.4291,71.0266,66.1525,55.242,2383735535.854,2846666197.0,42.8571,14.2857
2014-12-30,105.6741,113.92,112.11,29881477.0,107.7166,112.3795,117.0424,112.4377,64.7354,56.4108,50.9492,2367391523.5722,2816784720.0,35.7143,7.1429
2014-12-31,103.6643,113.13,110.21,41403351.0,107.5465,112.167,116.7875,112.2417,51.0202,30.4973,45.134,2330809110.7024,2775381369.0,28.5714,0.0
2015-01-02,102.6782,111.44,107.35,53204626.0,107.3996,111.837,116.2744,111.9644,34.4017,16.297,42.5669,2329118010.1205,2722176743.0,21.4286,78.5714
2015-01-05,99.7856,108.65,105.41,64285491.0,106.641,111.375,116.109,111.4202,19.9745,13.129,36.0834,2298165736.676,2657891252.0,100.0,71.4286
2015-01-06,99.795,107.43,104.63,65797116.0,106.0134,110.938,115.8626,110.9288,15.7203,17.7349,36.1175,2308975262.876,2723688368.0,100.0,64.2857
2015-01-07,101.1943,108.2,106.695,40105934.0,105.6418,110.7055,115.7692,110.626,17.3131,21.0753,41.1443,2325097581.8594,2763794302.0,92.8571,57.1429
2015-01-08,105.0824,112.15,108.7,59364547.0,105.7422,110.594,115.4458,110.7464,29.6917,50.2647,52.3612,2375514429.0217,2823158849.0,85.7143,50.0
2015-01-09,105.1951,113.25,110.21,53315099.0,105.7418,110.597,115.4522,110.8667,48.0982,72.9544,52.6429,2385335631.4691,2876473948.0,78.5714,42.8571
2015-01-12,102.6031,112.63,108.8,49650790.0,105.6133,110.4785,115.3437,110.7128,67.2679,78.5846,45.9169,2347352128.9365,2826823158.0,71.4286,35.7143
