,adj_close,high,low,volume,Real Lower Band,Real Middle Band,Real Upper Band,EMA,SlowD,SlowK,RSI,Chaikin A/D,OBV,Aroon Down,Aroon Up
2010-07-02,31.3729,250.93,243.2,24780100.0,239.6677,259.8382,280.0087,258.9466,13.7809,13.3627,39.2865,1868075969.7341,2490972855.0,100.0,35.7143
2010-07-06,31.5876,252.8,246.16,21972700.0,239.3246,259.7227,280.1208,257.9641,14.9368,19.7191,41.1494,1862450429.0714,2512945555.0,92.8571,28.5714
2010-07-07,32.8625,258.77,249.75,23377000.0,240.3442,260.1894,280.0347,258.0308,26.4759,46.3459,50.8024,1885283175.1912,2536322555.0,85.7143,21.4286
2010-07-08,32.7895,262.9,254.89,26362300.0,242.6372,260.9339,279.2307,258.0365,44.3033,66.8449,50.2934,1879984385.8029,2509960255.0,78.5714,14.2857
2010-07-09,32.9838,259.9,255.16,15475800.0,243.7103,261.3894,279.0686,258.1873,66.4258,86.0865,51.6808,1893631821.2459,2525436055.0,71.4286,7.1429
2010-07-12,32.6872,261.85,254.86,20102800.0,244.1609,261.5782,278.9955,258.1014,76.0207,75.1305,49.414,1887477315.9527,2505333255.0,64.2857,0.0
2010-07-13,31.9901,256.4,246.43,42533000.0,243.7968,261.4541,279.1114,257.501,74.0057,60.8001,44.477,1890745147.2465,2462800255.0,57.1429,0.0
2010-07-14,32.1081,255.8,249.0,29001700.0,243.0531,261.1059,279.1588,257.0464,60.5639,45.7611,45.4704,1893534428.3936,2491801955.0,50.0,0.0
2010-07-15,31.9459,256.97,247.3,29459500.0,242.0265,260.3159,278.6054,256.5134,47.0072,34.4603,44.2972,1889360745.3533,2462342455.0,42.8571,0.0
2010-07-16,31.749,254.97,248.41,37137800.0,241.1986,259.2174,277.2363,255.8835,37.1062,31.0972,42.852,1869093470.3533,2425204655.0,35.7143,0.0
2010-07-19,31.2001,249.88,239.6,36588500.0,240.197,257.7927,275.3885,254.9022,31.7953,29.8285,39.03,1875072913.933,2388616155.0,100.0,0.0
2010-07-20,32.0018,252.9,240.01,38391100.0,240.0681,256.8787,273.6894,254.6154,34.4957,42.5615,46.5315,1907447720.5273,2427007255.0,92.8571,0.0
2010-07-21,32.3003,265.15,254.0,42345400.0,240.9804,255.8982,270.8161,254.5796,42.1834,54.1603,49.0459,1866925261.5138,2469352655.0,85.7143,100.0
2010-07-22,32.9081,260.0,255.31,23047100.0,241.9729,255.3009,268.629,255.0029,54.9158,68.0257,53.8082,1880380050.3838,2492399755.0,78.5714,92.8571
2010-07-23,33.0245,260.38,256.28,19049600.0,242.8651,254.8479,266.8308,255.4731,64.3877,70.9772,54.6815,1895340955.7496,2511449355.0,71.4286,85.7143
2010-07-26,32.9407,260.0998,257.71,15019700.0,243.5741,254.4769,265.3798,255.8357,72.1435,77.4276,53.8909,1900055902.1636,2496429655.0,64.2857,78.5714
2010-07-27,33.5505,264.8,260.3,20884700.0,244.32,254.2659,264.2119,256.6208,76.8753,82.221,58.5814,1914257498.1636,2517314355.0,57.1429,71.4286
2010-07-28,33.1541,265.99,260.25,18570900.0,244.1648,254.5054,264.8461,257.0341,77.6559,73.319,54.6872,1900280792.9371,2498743455.0,50.0,100.0
2010-07-29,32.792,262.65,256.1,22993100.0,244.4747,254.8344,265.1942,257.1366,70.0277,54.5433,51.3306,1891399488.6623,2475750355.0,42.8571,92.8571
2010-07-30,32.6827,259.7,254.9,16007500.0,245.2907,255.2729,265.2552,257.1474,53.1115,31.4721,50.3267,1891065999.0789,2459742855.0,35.7143,85.7143
2010-08-02,33.2672,262.59,259.62,15287700.0,246.417,256.0184,265.6199,257.5952,40.2477,34.7276,55.3558,1898735585.9476,2475030555.0,28.5714,78.5714
2010-08-03,33.2773,263.26,259.42,14916200.0,247.3835,256.6834,265.9834,258.0081,38.4277,49.0833,55.4403,1903319209.9059,2489946755.0,21.4286,71.4286
2010-08-04,33.4107,264.28,260.311,15013400.0,247.2324,256.8992,266.566,258.4816,51.5148,70.7334,56.6013,1908497679.1929,2504960155.0,14.2857,64.2857
2010-08-05,33.2481,263.18,260.55,10324900.0,247.1982,257.0797,266.9612,258.7881,64.6084,74.0086,54.7293,1907202159.4211,2494635255.0,7.1429,57.1429
2010-08-06,33.0437,261.49,257.63,15889200.0,247.1955,257.1032,267.011,258.9122,69.9854,65.2143,52.384,1911573747.6076,2478746055.0,0.0,50.0
2010-08-09,33.2545,262.15,259.57,10826000.0,247.2133,257.3265,267.4397,259.1825,65.4584,57.1524,54.5468,1919042848.3828,2489572055.0,0.0,42.8571
2010-08-10,32.9572,260.45,257.55,16140000.0,247.8861,257.7071,267.5281,259.2041,54.8555,42.2,51.0262,1923606572.5207,2473432055.0,0.0,35.7143
2010-08-11,31.7858,255.69,249.81,22144800.0,247.4447,257.5802,267.7158,258.3456,43.3879,30.8115,40.0559,1904324025.5819,2451287255.0,100.0,28.5714
2010-08-12,31.9891,253.1,246.12,19104300.0,247.5018,257.5972,267.6927,257.7213,31.6539,21.9503,42.3713,1916257370.5676,2470391555.0,100.0,21.4286
2010-08-13,31.6473,251.88,249.09,12673900.0,247.3346,257.5572,267.7799,256.9002,23.8988,18.9345,39.6017,1903674322.8974,2457717655.0,92.8571,14.2857
2010-08-16,31.4618,250.01,246.62,11372500.0,247.891,257.6603,267.4295,256.0183,20.8025,21.5228,38.1444,1899145451.2159,2446345155.0,85.7143,7.1429
2010-08-17,32.0119,254.63,249.2,15094300.0,247.9044,257.6642,267.4241,255.6327,23.522,30.1086,44.65,1899451228.9323,2461439455.0,78.5714,0.0
2010-08-18,32.1517,254.67,251.58,12132000.0,247.7509,257.6058,267.4606,255.3887,34.2129,51.0074,46.1981,1899019345.4372,2473571455.0,71.4286,28.5714
2010-08-19,31.7464,253.48,248.68,15239500.0,246.765,257.1486,267.5321,254.864,47.3622,60.9707,42.4869,1891399595.4372,2458331955.0,64.2857,21.4286
2010-08-20,31.7159,253.92,249.0,13722500.0,245.8413,256.6336,267.4258,254.3665,55.0259,53.0997,42.2121,1881247176.738,2444609455.0,57.1429,14.2857
2010-08-23,31.2281,252.0,245.25,14787200.0,244.2664,255.9596,267.6527,253.5506,47.3402,27.9504,37.9801,1868869742.6639,2429822255.0,100.0,7.1429
2010-08-24,30.4823,243.0,238.65,21520200.0,241.7483,254.7521,267.7558,252.2534,32.7216,17.1147,32.5998,1860014304.0432,2408302055.0,100.0,0.0
2010-08-25,30.8584,243.99,237.2,21316700.0,240.2006,253.8486,267.4965,251.3617,20.3394,15.9533,37.4145,1874424267.6662,2429618755.0,100.0,0.0
2010-08-26,30.5268,245.75,240.2778,16660900.0,238.2507,252.9571,267.6634,250.3063,17.7385,20.1474,35.0378,1857776764.0991,2412957855.0,92.8571,7.1429
2010-08-27,30.697,242.61,235.56,19585400.0,236.818,252.1756,267.5331,249.479,21.9573,29.7712,37.242,1871861583.6736,2432543255.0,100.0,0.0
2010-08-30,30.8088,245.75,240.6801,13688900.0,235.9728,251.2081,266.4433,248.8144,30.3493,41.1295,38.7127,1868000265.7205,2446232155.0,92.8571,0.0
2010-08-31,30.885,244.56,240.35,15028100.0,235.4772,250.2666,265.0559,248.2701,43.5181,59.6538,39.7494,1872605075.4593,2461260255.0,85.7143,0.0
2010-09-01,31.8036,251.46,246.28,24894200.0,236.04,249.6341,263.2281,248.4663,59.7048,78.3311,50.5948,1886638099.3975,2486154455.0,78.5714,28.5714
2010-09-02,32.0373,252.17,248.57,14836700.0,236.6652,249.1576,261.6499,248.819,75.6491,88.9624,52.9176,1901474799.3975,2500991155.0,71.4286,21.4286
2010-09-03,32.8759,258.78,254.5,18599600.0,236.8191,249.0915,261.3639,249.7668,88.3021,97.6129,60.1541,1919987485.3788,2519590755.0,64.2857,100.0
2010-09-07,32.7539,259.53,256.25,12234200.0,237.3354,248.8945,260.4536,250.5328,94.5227,96.9927,58.7399,1919390695.1349,2507356555.0,57.1429,100.0
2010-09-08,33.4031,264.3899,259.1,18805400.0,236.7933,249.07,261.3467,251.7125,96.2976,94.2872,63.64,1927745214.226,2526161955.0,50.0,100.0
2010-09-09,33.4222,266.52,262.92,15663400.0,236.0024,249.714,263.4256,252.7942,93.0595,87.8986,63.776,1913387097.5593,2541825355.0,42.8571,100.0
2010-09-10,33.4654,264.5,261.4,13840800.0,235.3514,250.295,265.2386,253.8052,88.1497,82.2633,64.1037,1917494689.8174,2555666155.0,35.7143,92.8571
2010-09-13,33.9265,268.28,265.76,13885000.0,234.5822,251.192,267.8018,255.0657,83.8983,81.5329,67.486,1917715086.6428,2569551155.0,28.5714,100.0
2010-09-14,34.0561,269.17,265.52,14576800.0,234.1548,252.213,270.2712,256.3032,82.6872,84.2654,68.3874,1923425997.3277,2584127955.0,21.4286,100.0
2010-09-15,34.3305,270.38,267.84,15334600.0,233.4378,253.1255,272.8132,257.6286,86.0314,92.296,70.2672,1936828679.2175,2599462555.0,14.2857,100.0
2010-09-16,35.1373,276.67,269.5,23289400.0,232.1191,254.3005,276.4819,259.4326,90.6916,95.5135,74.9778,1959468444.6289,2622751955.0,7.1429,100.0
2010-09-17,34.9848,277.96,273.68,22659900.0,231.6921,255.575,279.4579,260.9504,93.3524,92.2478,72.6358,1954703512.3859,2600092055.0,0.0,100.0
2010-09-20,35.9834,283.78,275.85,23524200.0,230.7022,257.2545,283.8068,263.0723,93.1997,91.8377,77.5764,1974964582.4994,2623616255.0,7.1429,100.0
2010-09-21,36.052,287.35,282.79,23859800.0,230.7808,259.153,287.5252,265.0435,90.0083,85.9395,77.872,1961360310.5696,2647476055.0,0.0,100.0
2010-09-22,36.5577,287.98,282.41,20903200.0,232.0183,261.544,291.0697,267.206,90.0806,92.4646,79.968,1980537213.9807,2668379255.0,0.0,100.0
2010-09-23,36.7063,292.76,286.0,28075600.0,233.3353,263.8455,294.3557,269.274,88.388,86.76,80.5512,1976716274.3358,2696454855.0,0.0,100.0
2010-09-24,37.1383,293.53,290.55,23196000.0,235.5463,266.4475,297.3487,271.4689,89.94,90.5952,82.1753,1981075254.2015,2719650855.0,0.0,100.0
2010-09-27,36.9914,294.73,291.01,17244100.0,238.4413,268.9247,299.4081,273.3446,86.239,81.3618,79.7373,1965258891.5134,2702406755.0,0.0,100.0
2010-09-28,36.4446,291.77,275.0,36965800.0,242.2595,271.1427,300.0259,274.6318,82.2438,74.7743,71.2603,1980578647.6255,2665440955.0,0.0,92.8571
2010-09-29,36.5094,289.81,286.0,16773000.0,246.7098,273.3562,300.0026,275.8449,73.5857,64.621,71.645,1975868120.0664,2682213955.0,7.1429,85.7143
2010-09-30,36.0495,290.0,281.25,24049700.0,250.2396,275.0272,299.8148,276.5978,65.0381,55.7189,64.9951,1965561105.7807,2658164255.0,0.0,78.5714
2010-10-01,35.8932,286.58,281.35,16005100.0,253.9183,276.5447,299.1711,277.1618,56.2422,48.3866,62.8601,1956716987.425,2642159155.0,7.1429,71.4286
2010-10-04,35.4003,282.9,277.77,15546500.0,256.4267,277.5382,298.6497,277.3026,46.2761,34.7229,56.5499,1946443569.2964,2626612655.0,0.0,64.2857
2010-10-05,36.7089,289.45,281.82,17927400.0,259.4946,279.0947,298.6948,278.4109,44.4979,50.3843,66.2389,1961974383.7132,2644540055.0,0.0,57.1429
2010-10-06,36.7406,291.99,285.26,23959600.0,261.8254,280.4082,298.991,279.4375,49.8521,64.4492,66.4345,1965997318.0371,2668499655.0,0.0,50.0
2010-10-07,36.7444,290.48,286.91,14585700.0,264.5725,281.7157,298.8589,280.3692,66.2959,84.0542,66.4596,1970287229.8018,2683085355.0,0.0,42.8571
2010-10-08,37.3606,294.5,290.0,23514400.0,267.5008,283.2487,298.9966,281.674,78.1966,86.0865,70.3258,1989307766.6907,2706599755.0,42.8571,35.7143
2010-10-11,37.5245,297.24,294.6,15276900.0,269.9417,284.6647,299.3877,282.9774,86.2423,88.5861,71.2742,1982826657.5998,2721876655.0,35.7143,100.0
2010-10-12,37.9285,299.5,292.49,19948000.0,272.3742,286.1887,300.0032,284.4596,89.1682,92.8321,73.521,1997311011.3801,2741824655.0,28.5714,100.0
2010-10-13,38.1318,301.96,299.8,22503300.0,274.6534,287.6847,300.716,285.953,90.3587,89.6578,74.5976,1981892083.6023,2764327955.0,21.4286,100.0
2010-10-14,38.4075,302.47,300.4,15546300.0,275.5083,288.9717,302.4351,287.5108,91.928,93.2941,76.0215,1995035090.8487,2779874255.0,14.2857,100.0
2010-10-15,39.9867,315.0,304.91,32935500.0,274.7673,290.9402,307.1131,290.104,92.7027,95.1563,82.1825,2026273221.1757,2812809755.0,7.1429,100.0
2010-10-18,40.4008,319.0,314.29,39036100.0,273.082,292.6787,312.2754,292.7608,95.4601,97.9299,83.388,2048733482.5346,2851845855.0,0.0,100.0
2010-10-19,39.3197,313.77,300.02,44028000.0,273.5181,293.9647,314.4113,294.3541,91.6445,81.8472,70.0617,2065352051.2618,2807817855.0,21.4286,92.8571
2010-10-20,39.4518,314.25,306.87,25772300.0,273.6553,295.1037,316.5521,295.8946,82.378,67.3569,70.6784,2065142520.3675,2833590155.0,14.2857,85.7143
2010-10-21,39.3235,314.74,306.8,19695000.0,274.0044,296.1337,318.263,297.1923,67.0564,51.9652,69.1878,2058941323.894,2813895155.0,7.1429,78.5714
2010-10-22,39.063,310.04,306.3,13313500.0,274.3035,296.8912,319.4789,298.1711,55.8494,48.2262,66.1389,2053957660.7924,2800581655.0,0.0,71.4286
2010-10-25,39.2371,311.6,308.44,14016500.0,274.7733,297.775,320.7767,299.1872,49.9775,49.741,67.1798,2043489641.805,2814598155.0,0.0,64.2857
2010-10-26,39.1367,309.74,305.65,14033200.0,275.9899,298.8345,321.6791,300.0313,46.6083,41.8577,65.9213,2045925722.9786,2800564955.0,0.0,57.1429
2010-10-27,39.1088,309.9,305.6,14250100.0,277.3279,299.8575,322.3871,300.774,42.835,36.9065,65.5531,2046455959.2577,2786314855.0,0.0,50.0
2010-10-28,38.7797,308.0,300.9,19680400.0,279.5575,300.932,322.3065,301.1993,36.406,30.4539,61.2173,2050835541.2295,2766634455.0,0.0,42.8571
2010-10-29,38.2385,305.88,300.87,15375400.0,282.2167,301.855,321.4933,301.1784,29.785,21.9947,54.7973,2036135308.495,2751259055.0,7.1429,35.7143
2010-11-01,38.645,305.6,302.2,15138900.0,286.6264,303.132,319.6376,301.4643,26.1764,26.0805,58.3323,2038628774.3773,2766397955.0,0.0,28.5714
2010-11-02,39.3031,310.19,307.0,15497500.0,288.7992,304.153,319.5068,302.2163,30.3334,42.9251,63.3312,2046061744.5968,2781895455.0,0.0,21.4286
2010-11-03,39.7402,312.88,308.53,18155300.0,291.1793,305.3335,319.4877,303.2243,48.2334,75.6946,66.2288,2063549263.4474,2800050755.0,21.4286,14.2857
2010-11-04,40.4351,320.18,315.03,22946000.0,293.6162,306.786,319.9558,304.6572,70.7107,93.5124,70.254,2069475123.6415,2822996755.0,14.2857,100.0
2010-11-05,40.2903,319.57,316.75,12901900.0,295.4016,307.939,320.4764,305.8451,86.6778,90.8264,68.4236,2060050331.4429,2810094855.0,7.1429,92.8571
2010-11-08,40.4796,319.7702,316.76,10062800.0,297.146,309.102,321.058,307.0617,90.4806,87.1031,69.5406,2062423122.4336,2820157655.0,0.0,85.7143
2010-11-09,40.1569,321.3,314.5,13698000.0,298.6964,309.979,321.2616,307.9206,84.9014,76.7745,65.2998,2055090663.61,2806459655.0,50.0,100.0
2010-11-10,40.4046,318.77,313.55,13722400.0,300.0246,310.8735,321.7224,308.8834,77.414,68.3644,66.9654,2064922421.4645,2820182055.0,42.8571,92.8571
2010-11-11,40.23,318.4,314.25,12903000.0,301.2148,311.5907,321.9667,309.6236,65.8234,52.3313,64.6104,2066974464.8379,2807279055.0,35.7143,85.7143
2010-11-12,39.1342,316.5,303.63,28423100.0,300.8744,311.2552,321.6361,309.4718,53.8732,40.924,52.2079,2057985963.1285,2778855955.0,28.5714,78.5714
2010-11-15,39.0078,310.54,306.27,14414500.0,300.656,310.707,320.758,309.2397,40.4446,28.0785,50.9918,2048736377.6485,2764441455.0,21.4286,71.4286
2010-11-16,38.316,307.6,299.32,23487500.0,299.508,310.312,321.116,308.5112,29.2055,18.614,44.837,2038127289.4842,2740953955.0,100.0,64.2857
2010-11-17,38.1775,303.99,297.76,17123200.0,298.193,309.8105,321.428,307.7482,20.477,14.7387,43.6998,2036065909.0669,2723830755.0,100.0,57.1429
2010-11-18,39.185,309.67,304.69,17660400.0,298.1233,309.756,321.3887,307.8131,20.2157,27.2944,53.0325,2044931571.7175,2741491155.0,92.8571,50.0
2010-11-19,38.969,308.4,305.24,13744400.0,298.0528,309.719,321.3852,307.71,29.611,46.8,51.0777,2044148662.8567,2727746755.0,85.7143,42.8571
2010-11-22,39.8113,313.36,305.87,14038400.0,298.181,309.945,321.709,308.2481,49.9342,75.7083,57.636,2058187062.8567,2741785155.0,78.5714,35.7143
2010-11-23,39.2231,311.75,306.56,18551700.0,298.2332,309.979,321.7248,308.294,67.5592,80.1694,52.3575,2055148730.4868,2723233455.0,71.4286,28.5714
2010-11-24,39.9936,315.4,311.75,14775900.0,298.4447,310.3272,322.2098,308.9131,81.3672,88.2239,57.8085,2065026318.432,2738009355.0,64.2857,21.4286
2010-11-26,40.0197,317.6999,312.94,8485200.0,299.0071,310.8152,322.6234,309.4928,83.1314,81.001,57.9835,2063885605.501,2746494555.0,57.1429,14.2857
2010-11-29,40.2573,317.48,311.38,15920900.0,300.4342,311.6097,322.7853,310.1954,85.9268,88.5557,59.6284,2076622325.501,2762415455.0,50.0,7.1429
2010-11-30,39.5306,314.36,310.87,17923500.0,301.3089,311.9582,322.6076,310.2863,80.1321,70.8398,52.8171,2061574802.5784,2744491955.0,42.8571,0.0
2010-12-01,40.1976,317.75,315.0,16491100.0,301.5627,312.3102,323.0578,310.8686,76.9725,71.522,57.6039,2061874640.7602,2760983055.0,35.7143,0.0
2010-12-02,40.4199,319.0,314.89,16529900.0,301.5326,312.5777,323.6229,311.562,70.9124,70.3753,59.0937,2071567355.8454,2777512955.0,28.5714,100.0
2010-12-03,40.3297,318.65,316.34,12217600.0,301.571,312.5362,323.5015,312.1219,75.1585,83.5782,58.2002,2070985565.3692,2765295355.0,21.4286,92.8571
2010-12-06,40.674,322.33,318.42,16017200.0,301.3948,312.6872,323.9797,312.8864,79.2439,83.778,60.6462,2069142153.6045,2781312555.0,14.2857,100.0
2010-12-07,40.4275,323.99,318.12,13980500.0,301.4161,312.6667,323.9174,313.3934,77.8157,66.0909,58.0283,2055590357.182,2767332055.0,7.1429,100.0
2010-12-08,40.7832,321.02,317.11,11497700.0,301.169,312.9132,324.6575,314.1188,70.48,61.5712,60.6673,2067029245.4173,2778829755.0,0.0,92.8571
2010-12-09,40.6241,322.5,319.02,10505400.0,301.082,312.9996,324.9172,314.6558,59.044,49.4698,58.8838,2060976565.2449,2768324355.0,0.0,85.7143
2010-12-10,40.7261,321.05,318.6,9375400.0,300.9215,313.1949,325.4683,315.2181,55.0216,54.0238,59.7013,2066601805.2449,2777699755.0,0.0,78.5714
2010-12-13,40.8671,325.06,321.0,15707700.0,301.3148,313.8769,326.439,315.8326,51.4064,50.7257,60.8604,2056078420.0232,2793407455.0,0.0,100.0
2010-12-14,40.6918,322.54,319.0,12536000.0,302.0932,314.5396,326.986,316.2571,51.3058,49.1679,58.6035,2052678826.8029,2780871455.0,0.0,92.8571
2010-12-15,40.7007,323.0,319.19,14904000.0,304.3145,315.4781,326.6417,316.6479,47.1427,41.5344,58.6872,2046928464.5981,2795775455.0,21.4286,85.7143
2010-12-16,40.8137,322.61,320.1,11501100.0,307.4539,316.5156,325.5774,317.0862,42.2637,36.0888,59.8,2045966221.1718,2807276555.0,14.2857,78.5714
2010-12-17,40.7324,321.79,320.23,13818900.0,308.7039,317.1246,325.5454,317.4218,36.4115,31.6113,58.5781,2038879605.7872,2793457655.0,7.1429,71.4286
2010-12-20,40.9357,323.25,318.23,13771800.0,310.6823,317.8986,325.1149,317.8778,38.8858,48.9574,60.7379,2046945161.9625,2807229455.0,0.0,64.2857
2010-12-21,41.1892,324.39,322.05,9155500.0,311.0427,318.4409,325.8391,318.4804,49.3948,67.6158,63.3071,2054652997.4326,2816384955.0,7.1429,57.1429
2010-12-22,41.3105,325.72,323.55,9497200.0,312.766,319.2624,325.7587,319.1165,68.7247,89.601,64.5044,2059248416.7874,2825882155.0,0.0,100.0
2010-12-23,41.1123,325.15,323.17,7969900.0,313.284,319.7026,326.1213,319.5435,81.4296,87.0719,61.0025,2054740190.5248,2817912255.0,0.0,92.8571
2010-12-27,41.2495,325.44,321.52,8922000.0,313.7996,320.1866,326.5736,320.0327,86.7058,83.4446,62.5196,2060202639.5044,2826834255.0,14.2857,85.7143
2010-12-28,41.3499,326.66,325.06,6283000.0,314.0259,320.6166,327.2073,320.5506,82.912,78.2196,63.634,2057139677.0044,2833117255.0,7.1429,100.0
2010-12-29,41.327,326.45,325.1,5826400.0,316.0432,321.3236,326.604,321.0019,80.1446,78.7698,63.1731,2052953300.7081,2827290855.0,0.0,92.8571
2010-12-30,41.1199,325.51,323.05,5624800.0,316.8288,321.6866,326.5445,321.2551,73.6441,63.9429,59.0053,2050118035.6675,2821666055.0,50.0,85.7143
2010-12-31,40.9802,323.48,321.31,6911000.0,317.3185,321.9071,326.4957,321.3794,62.9426,46.115,56.3056,2051169017.2343,2814755055.0,42.8571,78.5714
2011-01-03,41.8708,330.26,324.8365,15897800.0,317.2852,322.5136,327.7421,322.1594,54.1626,52.4297,66.7471,2063021650.0913,2830652855.0,35.7143,100.0
2011-01-04,42.0893,332.5,328.15,11038600.0,316.7158,323.0706,329.4254,323.029,55.6084,68.2806,68.7221,2067919235.8384,2841691455.0,28.5714,100.0
2011-01-05,42.4336,334.34,329.5,9125700.0,316.3066,323.8601,331.4136,324.0739,71.2221,92.956,71.5857,2075762812.6979,2850817155.0,21.4286,100.0
2011-01-06,42.3993,335.25,332.9,10729600.0,315.9349,324.4961,333.0574,324.9935,84.3759,91.8912,70.8893,2072612419.5064,2840087555.0,14.2857,100.0
2011-01-07,42.7029,336.35,331.9,11140400.0,315.6628,325.3142,334.9657,326.0532,93.2256,94.8297,73.3597,2082601227.5963,2851227955.0,7.1429,100.0
2011-01-10,43.5078,343.23,337.17,16020000.0,314.4676,326.409,338.3504,327.6152,93.5691,93.9864,78.5546,2094523702.8438,2867247955.0,0.0,100.0
2011-01-11,43.4042,344.96,339.47,15861000.0,313.972,327.4075,340.843,328.9509,93.093,90.4628,76.4881,2091201271.1499,2851386955.0,50.0,100.0
2011-01-12,43.7574,344.43,342.0,10806800.0,313.6994,328.614,343.5286,330.4242,91.3999,89.7504,78.5599,2101919126.2939,2862193755.0,42.8571,92.8571
2011-01-13,43.9175,346.64,343.85,10599300.0,313.7351,329.88,346.0249,331.8771,89.8352,89.2925,79.4441,2105224284.3584,2872793055.0,35.7143,100.0
2011-01-14,44.2732,348.48,344.44,11030000.0,313.7047,331.2415,348.7783,333.4583,91.8312,96.4508,81.2904,2116254284.3584,2883823055.0,28.5714,100.0
2011-01-18,43.2784,344.7625,326.0,67178500.0,314.9628,332.2435,349.5242,334.1433,90.654,86.2187,63.9829,2153983448.5823,2816644555.0,21.4286,92.8571
2011-01-19,43.0485,348.6,336.88,40557600.0,316.2101,333.075,349.9399,334.5906,85.5546,73.9944,60.7623,2126991189.1966,2776086955.0,14.2857,100.0
2011-01-20,42.2659,338.3,330.12,27313900.0,317.128,333.4988,349.8695,334.4086,70.2422,50.5136,51.2986,2116773520.0034,2748773055.0,7.1429,92.8571
2011-01-21,41.5087,334.88,326.63,26942900.0,317.3514,333.5768,349.8021,333.6764,51.4535,29.8525,44.136,2090418465.0943,2721830155.0,0.0,85.7143
2011-01-24,42.8719,337.45,326.72,20524400.0,318.6348,334.2692,349.9037,334.0358,36.0561,27.8024,56.0371,2110942865.0943,2742354555.0,0.0,78.5714
2011-01-25,43.3737,341.44,334.57,19531000.0,319.8272,335.1052,350.3833,334.7371,32.6714,40.3592,59.461,2130246429.8687,2761885555.0,64.2857,71.4286
2011-01-26,43.685,345.6,341.5,18102700.0,320.9654,336.0242,351.0831,335.605,45.9057,69.5556,61.4656,2132895605.4785,2779988255.0,57.1429,64.2857
2011-01-27,43.6037,344.6928,342.831,10179500.0,322.4,336.9203,351.4405,336.3293,63.9054,81.8014,60.6223,2126860514.6524,2769808755.0,50.0,57.1429
2011-01-28,42.7004,344.4,333.528,21144900.0,324.3415,337.5423,350.743,336.3075,75.7699,75.9528,52.0745,2115720155.2705,2748663855.0,42.8571,50.0
2011-01-31,43.1095,340.04,334.3,13473100.0,327.1025,338.3802,349.658,336.5944,73.1472,61.6874,55.1582,2125813244.1207,2762136955.0,35.7143,42.8571
2011-02-01,43.8349,345.65,340.98,15236900.0,328.2851,339.1532,350.0214,337.3978,67.2741,64.1821,60.0653,2137004371.9579,2777373855.0,28.5714,35.7143
2011-02-02,43.7447,345.25,343.55,9248400.0,329.3456,339.8047,350.2639,338.057,67.7223,77.2974,59.1978,2136133934.3109,2768125455.0,21.4286,28.5714
2011-02-03,43.6329,344.24,338.55,14064200.0,330.0588,340.2767,350.4947,338.5697,76.6801,88.5607,58.0783,2146243350.4796,2754061255.0,14.2857,21.4286
2011-02-04,44.0217,346.7,343.51,11494300.0,330.8183,340.9152,351.0122,339.325,85.1954,89.728,60.8509,2156296358.9435,2765555555.0,7.1429,14.2857
2011-02-07,44.7052,353.25,347.64,17322200.0,330.7986,341.7032,352.6079,340.5207,89.5225,90.2787,65.2078,2165158161.7956,2782877755.0,0.0,100.0
2011-02-08,45.127,355.52,352.15,13608600.0,329.9467,342.3405,354.7343,341.9187,91.9113,95.7272,67.6038,2176182339.2437,2796486355.0,14.2857,100.0
2011-02-09,45.503,359.0,354.87,17240900.0,328.995,343.1665,357.338,343.4655,93.6339,94.8957,69.6131,2186409991.786,2813727255.0,7.1429,100.0
2011-02-10,45.0431,360.0,348.0,33162500.0,328.6604,343.6725,358.6846,344.5202,92.5294,86.9653,64.3562,2189394616.786,2780564755.0,0.0,100.0
2011-02-11,45.3366,357.8,353.5401,13127600.0,328.1674,344.231,360.2946,345.6945,86.9865,79.0987,66.1147,2196667046.4769,2793692355.0,0.0,92.8571
2011-02-14,45.6326,359.48,356.71,11086300.0,327.504,344.766,362.028,346.9788,81.418,78.1901,67.8382,2205351981.8559,2804778655.0,21.4286,85.7143
2011-02-15,45.7241,359.97,357.55,10149100.0,327.3793,345.7285,364.0777,348.2094,82.0794,88.9493,68.3735,2214913943.8394,2814927755.0,14.2857,78.5714
2011-02-16,46.1344,364.9,360.5,17184200.0,327.4017,346.943,366.4843,349.6304,87.0309,93.9533,70.7275,2218272673.8394,2832111955.0,7.1429,100.0
2011-02-17,45.5208,360.27,356.52,18949400.0,329.2396,348.224,367.2084,350.4561,86.5891,76.8647,63.1574,2217312570.9061,2813162555.0,0.0,92.8571
2011-02-18,44.5375,359.5,349.52,29144900.0,333.1885,349.416,365.6435,350.466,72.2937,46.0632,53.3104,2194241958.6816,2784017655.0,0.0,85.7143
2011-02-22,43.0193,345.4,337.72,31162700.0,333.4105,349.474,365.5375,349.3368,46.7468,17.3125,42.3355,2170301863.6295,2752854955.0,100.0,78.5714
2011-02-23,43.5287,344.64,338.61,23994800.0,333.5857,349.535,365.4843,348.6971,24.2435,9.3548,46.3285,2178220545.5533,2776849755.0,92.8571,71.4286
2011-02-24,43.5617,345.15,338.37,17853600.0,333.4627,349.4865,365.5103,348.1431,13.7985,14.7283,46.5867,2184119080.0665,2794703355.0,85.7143,64.2857
2011-02-25,44.2326,348.43,344.8,13572100.0,333.9545,349.734,365.5135,348.1447,17.8993,29.6148,51.6723,2195672189.9839,2808275455.0,78.5714,57.1429
